Y,X0,X1
1.0,0.9932972813462376,0.666795184312199
1.0,0.3946032718162895,0.6454864830386644
0.0,0.31027929886475303,0.32158234438576483
0.0,0.3279527124370628,0.4875181717400928
0.0,0.46234767675493094,0.3858497651407211
1.0,0.4095200381805296,0.9553609048772082
0.0,0.43442584752063007,0.41030833226895813
1.0,0.7126281314326453,0.8645838841744699
1.0,0.5681758817561351,0.5758920753705228
0.0,0.10989801693688428,0.49442374057945904
0.0,0.15851053680630856,0.34095994789372375
1.0,0.5921595326777125,0.5847261481404198
0.0,0.08715518779476772,0.7287538866218942
0.0,0.39172014784273224,0.04369072937700558
1.0,0.9569146905561007,0.35095863185871623
0.0,0.6098911463740229,0.13672564214860805
1.0,0.9910999131173353,0.20453040332386208
1.0,0.7397573777505425,0.5099212479703777
0.0,0.9339559569620057,0.01935843194641973
1.0,0.48632083712832697,0.8732331751900907
0.0,0.731587992209116,0.23787797909630626
1.0,0.9810108479492476,0.04515670027008256
0.0,0.3997322629301635,0.0954912349850856
0.0,0.6040648849725915,0.16008889796997294
1.0,0.9747353986891557,0.43680583081466173
0.0,0.5480233385314585,0.25513775136943373
1.0,0.6144468386588311,0.39895255019331455
0.0,0.5672153574275959,0.3226304077814396
0.0,0.8178854363740904,0.0942775747167578
1.0,0.7674524150998532,0.4988592876961071
1.0,0.690127745150446,0.9628937376284322
1.0,0.9664616828040927,0.5255085338134402
1.0,0.7381602016687133,0.45074735691555123
1.0,0.6154978389344761,0.8439586009032443
0.0,0.0465172901075136,0.5298640411362809
1.0,0.974476876505814,0.23377804515197265
1.0,0.8778990449035983,0.15401197686820733
1.0,0.8775235114047811,0.7435004229093217
1.0,0.8619538011698816,0.5115853340161732
0.0,0.33381270434120647,0.2444042126526499
1.0,0.5594101080393801,0.5022199448740399
0.0,0.6150081646755036,0.22269614265455262
1.0,0.7362360493109148,0.46377826648496556
0.0,0.025835138373652033,0.6459493128303865
0.0,0.1805672424754784,0.717206285511512
1.0,0.7345841494054807,0.41291130424989997
1.0,0.9475346677256108,0.33803257831660416
1.0,0.5932647005347951,0.596746476932168
1.0,0.9028252441462588,0.4325733352363018
1.0,0.12197688656047956,0.9950627309379354
0.0,0.4687883130838123,0.1578796304270348
0.0,0.5455666349457249,0.27217745823706985
1.0,0.8912630693322481,0.46112379336780196
1.0,0.7737661783148857,0.6691869294276325
1.0,0.39099756033215416,0.7015796617648776
0.0,0.20362491937790927,0.6203120963991301
0.0,0.3222550875795537,0.4384965024037102
1.0,0.5190687191058472,0.8354435921430909
1.0,0.9139381831196788,0.2984769607648531
1.0,0.25775239891361756,0.9447622210257876
1.0,0.13980368953704136,0.9370131240575603
0.0,0.039348749186462806,0.4481592820356828
0.0,0.2909052488583318,0.6225740508047835
0.0,0.6547860339064335,0.32250316761539033
0.0,0.06198808680533352,0.8469224790154197
0.0,0.04287375339122168,0.17451555509238592
1.0,0.6495505622188662,0.9284808515498749
1.0,0.9428603545226298,0.9210450830941924
1.0,0.696464351757852,0.36330889675201805
0.0,0.45210123866558816,0.24320027613579775
1.0,0.21550641349291366,0.8467497676722437
1.0,0.49216905591373294,0.8700126781769345
0.0,0.4036772630362312,0.014233546035826383
0.0,0.5321734565388859,0.40089993024935966
1.0,0.5038002217377883,0.9745816766907889
1.0,0.3610114385086144,0.9731299618716478
0.0,0.4002511582879853,0.05210478028428345
0.0,0.26445443739886487,0.36466056350075404
1.0,0.5696551713580311,0.7947741797231095
1.0,0.8912450788253345,0.5668452174045436
0.0,0.36009379920207685,0.5423808675082621
0.0,0.6858881870871375,0.06972751597977578
1.0,0.6197053608516654,0.9408686652102971
0.0,0.24941978720229796,0.5861290127738835
1.0,0.6431649302524867,0.7458008592117014
0.0,0.03433466725861911,0.0939978573266117
0.0,0.08892200464796685,0.5194958799924675
1.0,0.6239709553061135,0.8442557268742684
1.0,0.7715537693466836,0.954718188102691
1.0,0.1282092168862391,0.9249654247314828
1.0,0.48452499336926547,0.5354380194342947
1.0,0.7583101367812664,0.3265540750744228
0.0,0.07122255162298285,0.01318973123160061
1.0,0.6429164115621745,0.6982344224820483
0.0,0.33355132637211016,0.003671427577057629
0.0,0.2967512644863295,0.5966406732222801
0.0,0.07608026077541208,0.20543003622468292
1.0,0.7870314002564582,0.7368880615142528
0.0,0.6294921289106975,0.16924498834251367
0.0,0.14021964700855438,0.20934667595350587
1.0,0.49087884574646334,0.9017897034104886
1.0,0.6872538050157466,0.9163829201480651
0.0,0.03752207716330791,0.6751314598444702
1.0,0.42161111884392743,0.9471648652798631
1.0,0.421297235777793,0.7564539541921403
0.0,0.24294327472297483,0.6877876210279392
0.0,0.18123219814990044,0.49661769722777394
1.0,0.9679817846898559,0.9243415230710811
0.0,0.33609656859556236,0.1705721250203709
0.0,0.7672210745066311,0.09928147650783803
1.0,0.9810662774217819,0.19522967381982237
1.0,0.9664458825723176,0.6719207088927925
1.0,0.9149710095238192,0.8735717434770395
0.0,0.2954752055798979,0.08015953067596382
1.0,0.9563388825131307,0.12480430026085831
0.0,0.6540285483411313,0.07225781516065977
0.0,0.14659152224258454,0.4056273410002561
1.0,0.7700824118652954,0.3762700934267452
1.0,0.8002745407478612,0.503146250222968
1.0,0.6838665576823263,0.8393147206021321
0.0,0.34654863768134636,0.42453801099329014
1.0,0.15091400545783873,0.8951335973198554
1.0,0.8377966134573966,0.7218314151277998
1.0,0.781544515474731,0.7614133066898207
0.0,0.3075118268435385,0.3425027144465129
0.0,0.21151465890744436,0.6526376684103796
0.0,0.3846588519835762,0.06682666446293684
1.0,0.5116861119088465,0.816985742253992
0.0,0.5838710574565955,0.26281377862405275
0.0,0.44591373163225045,0.26612001207558245
0.0,0.2896949259300121,0.27243946457773704
1.0,0.874484148480896,0.9211954354879437
1.0,0.61590554126632,0.3877714976758848
0.0,0.2312458183273337,0.5905610642484038
0.0,0.33539568156318245,0.4384567873654669
1.0,0.9614865122050336,0.311355823782666
0.0,0.5830567074928568,0.0306651433468903
1.0,0.9294353171134707,0.9133504489377801
0.0,0.5584858823918866,0.2817492368848137
0.0,0.33378781468052754,0.6218767939375256
0.0,0.47330262559112923,0.26680854912751595
1.0,0.6236779625020598,0.4428345180881925
1.0,0.538427101629227,0.9417511320438856
0.0,0.025107471623178834,0.43693311273275925
1.0,0.6784938282531454,0.9270794717476529
0.0,0.007729580229757338,0.09233252942424564
1.0,0.45717091721208314,0.6504418729654821
0.0,0.2942463590254284,0.009669537718885901
0.0,0.2891312595146186,0.21869928474569966
0.0,0.9412125419248029,0.007870425457429775
0.0,0.4479349613119802,0.0001740395438825093
0.0,0.6128191717478929,0.1547051317032434
0.0,0.06058684937169423,0.4855556882191835
1.0,0.5952572278147819,0.9458727469600842
1.0,0.9736477405721923,0.32342558977366354
1.0,0.45454492943204106,0.8299740172836668
1.0,0.26027827793221714,0.8046931319187304
1.0,0.8321191587719183,0.20415414779081398
0.0,0.6916480324236187,0.23659361184357353
1.0,0.8857267421914629,0.7929591334548166
0.0,0.4229046339833161,0.18792226823131652
0.0,0.6126184753308112,0.09240654656374336
0.0,0.19740175354169132,0.8011130339171145
1.0,0.8386379583374389,0.9393627672982138
1.0,0.9035434585151717,0.38926529917500774
1.0,0.8896882691269414,0.2721726720358205
1.0,0.28478894585253545,0.8893995087480212
0.0,0.1391326207301914,0.09323454929428321
1.0,0.5952404809954281,0.7765839450672192
1.0,0.8223119821176641,0.7872234310152656
0.0,0.009972202682034803,0.41034930063298647
0.0,0.6870819944434032,0.06248137827308653
1.0,0.6226726314025371,0.5959936971496923
0.0,0.7232913257132814,0.219510200834664
0.0,0.5947878320485912,0.19508275243890627
1.0,0.9581887749244422,0.47398189530123047
1.0,0.6185509414361972,0.9734160262033335
0.0,0.7817356744926097,0.1586842876611826
0.0,0.14664744880006708,0.45677452534191
0.0,0.3517391792955811,0.4401859561863064
1.0,0.6879413845786797,0.4679952926451614
0.0,0.1921440346179999,0.6665342619890267
0.0,0.2006938768176224,0.35514838978390917
0.0,0.38411420995004697,0.1426151119093526
1.0,0.5853919500102752,0.5343582124994325
1.0,0.6934271767821543,0.5002986516303393
1.0,0.720963714880577,0.6643466737277679
0.0,0.888298666451297,0.11004340564702819
1.0,0.46555935835838547,0.9209468896508727
0.0,0.2509670201212988,0.35384106910786983
1.0,0.44623704796053376,0.6985140017274735
1.0,0.44872050067057756,0.75158534061287
1.0,0.13599477263710436,0.9180075293867282
0.0,0.009728305602446308,0.3083202592811213
0.0,0.27362410733345865,0.3894155198594801
0.0,0.16541084630606107,0.7025417435690621
0.0,0.30762772438755415,0.6493929127455632
0.0,0.6185298189997742,0.24417020186698035
0.0,0.053750651252157056,0.388465309496277
0.0,0.22794134610230243,0.27160871322137203
