Y,X0,X1
0.7764615339176181,0.05972617477441622,0.2779939709681454
0.5363383186573233,0.14597638191867612,0.07021788080388403
0.4643204508634266,0.9040550599761695,0.8092904669113051
0.9747306372764687,0.783211538077959,0.5989696204731699
0.14620445791370879,0.49692978674121946,0.4304861678935662
0.508281716136779,0.8814845706546162,0.1353251049318931
0.5126464294271775,0.1379137416525712,0.034614626917343405
0.6515632274955596,0.6553641316245238,0.9977222451258346
0.851174349774427,0.5466488904047249,0.9886457358114283
0.6357992209593342,0.5686117270668475,0.9004522529843761
0.9352652469312233,0.1174007053590379,0.6441836890725081
0.4981902686098582,0.8892562765767907,0.8390403155138845
0.24486528668450885,0.5930430829641182,0.7428600634409643
0.7268980491831388,0.782767660370817,0.24236993969538334
0.3296557399406475,0.4447459635128912,0.40625622298443387
0.3982851076187372,0.4603473893270089,0.7772073368610957
0.5304250809157219,0.8268239899951315,0.06841418453622028
0.3693228445488642,0.6669298853240138,0.5343748306712649
0.5005333177097728,0.28601335464400635,0.0053384176827318
0.4092040294501848,0.42120367644231616,0.4275146428677348
0.4737533786081095,0.6795912309118136,0.28038715407585
0.5177626985342785,0.34445789223021095,0.08256842071129444
0.6005732584640975,0.8739978452711441,0.6117618286767731
0.4255132786640593,0.43901269210050986,0.7696039661713051
0.5814126533481268,0.7418909788651084,0.14936002599885667
0.4077341241596509,0.7043267604436442,0.9984407462515451
0.5985519258086549,0.7091721389905773,0.7225413650101915
0.726581634469654,0.7225831376388583,0.44684851807100734
0.5398618622125665,0.22585376495199416,0.8346489266829041
0.46486106619447604,0.36815886497838135,0.9107530834928805
0.5002554029503146,0.8258588303093353,0.0028060391462739753
0.6120733344885144,0.9262755393892902,0.9123918275588684
0.7195579656564939,0.6232700998639064,0.9630699780259835
0.6711008168389029,0.32076179190617127,0.3204024101310038
0.5202539668815145,0.8742154508355146,0.13309387330516265
0.4337233292100441,0.9173943465915412,0.15804844246552752
0.059763945155453135,0.538898883097372,0.6316609464804686
0.13931066141150078,0.7819812430798713,0.993726697065969
0.6806472365324994,0.2789843350023353,0.7521896424963678
0.48855793132573944,0.41233120045903926,0.12572728448362458
0.43179199367234916,0.8726014982912584,0.9585432010704321
0.1050145598001801,0.9366387369519773,0.5104351446581424
0.6505106244046037,0.5841445619624471,0.9077213114240348
0.05285992758093733,0.9466376950416828,0.5409539158119685
0.6769785403760243,0.8363993611729679,0.24555256298732486
0.5735571981474743,0.47826494049619006,0.8915885498804056
0.6031252084274483,0.9983952526108674,0.8946600860636006
0.33656973018197633,0.011341373741195482,0.910390266043298
0.4943465783323963,0.43062970854796245,0.046737359651147115
0.3551216759827116,0.09426641248674261,0.903774055186314
0.09240125922917586,0.9807579040495167,0.6633419685259608
0.8835650146080719,0.16797764333711096,0.37679372532146527
0.6890304365470556,0.19540586843046404,0.22242721026476053
0.47725517021434527,0.4518277872246932,0.8330069245162874
0.6702168956765054,0.7713200401482407,0.20402247375189553
0.5525406719146739,0.6958274487567464,0.38402450745568184
0.17380648241969948,0.6316769548145641,0.5725584363947355
0.2317679248194009,0.06909109362523069,0.9508167847650468
0.20235360108144196,0.4710617712846613,0.49740823926555433
0.4965257439154095,0.3916670129564943,0.8852724919634415
0.16709159661467032,0.15211175414351008,0.9824036513413745
0.6177268821220658,0.8566019586534367,0.7588932498587775
0.4614431869286444,0.4298101451312645,0.1723889891970226
0.06990732922431392,0.9545770477558514,0.6325962906660122
0.504794656171842,0.19753526585878955,0.018870417395651873
0.8806703762664807,0.24100944136778468,0.629249069248023
0.0259124070663303,0.9715588337095069,0.6074655554480949
0.44542607082445773,0.9386508094612054,0.10389385812183571
0.8928036416982545,0.09465202688536878,0.6779402668768183
0.5215263066036556,0.7851457635111762,0.04898838425176355
0.9608523503923592,0.7948672135029892,0.4416205018312436
0.46143768093948356,0.8993561004176981,0.1927299380949422
0.5617726281065842,0.813775044698903,0.8273534877949081
0.47297711769085965,0.42896353507816554,0.13777575034362133
0.4601837816816257,0.4564741270747431,0.11842065897369414
0.9027083873900519,0.07685069430315616,0.671864345225927
0.44199455673417337,0.9704765493431854,0.09454053178558941
0.3635523125171698,0.2621935325838489,0.9152569891195835
0.9326572154215775,0.15968598720643168,0.637264709785795
0.27496628930253075,0.48152296057110333,0.715004211904613
0.33442952136222703,0.500128271296007,0.2245683974778827
0.18629900658915066,0.5247932178709832,0.7107921059975005
0.36877335707865266,0.504138826236369,0.18706207718941104
0.7644316192263685,0.033441853389664766,0.7473450843511327
0.9138185368750091,0.10473402063766746,0.39256862832846773
0.8407011459371547,0.27119407062214895,0.6249623635621068
0.20621851009564313,0.5882942430129937,0.30303613267308604
0.14784022212540265,0.5036571869202572,0.6536016460599572
0.3492045588194495,0.3336758729038265,0.9821450889860457
0.5232020154492786,0.6902036995473422,0.4295853473548398
0.4020372317249323,0.5160690963761159,0.8105677866575073
0.6105508977774053,0.2675677780088993,0.1768214686023244
0.507276948928281,0.15800490554576585,0.024158797198844284
0.46592276103649233,0.34655422892536947,0.8851884633067597
0.47029213794705493,0.9268894485971643,0.07880981083191507
0.5228099868443187,0.7005935646891036,0.15178562294666798
0.15096653851914604,0.5507893117529004,0.7040839510432496
0.014626037685957938,0.9703348662016579,0.5900741180289657
0.46849218009179255,0.9027368549113755,0.14384156205370668
0.5204622854229296,0.308851742885652,0.06791777980557412
0.3562908754280591,0.43420433486494203,0.4460875248402436
0.5443556498701045,0.09587249782629848,0.07922972711817688
0.5394675633116701,0.3845270557658782,0.4048379862232234
0.7136298537673897,0.7310008299527662,0.3447195289550793
0.6167824495134777,0.11170369114769796,0.15224909299447675
0.7246335944927136,0.9801208417606752,0.9349231749817262
0.4976800319801307,0.6613942525079378,0.023045995150269838
0.4084260330820097,0.6346000034742534,0.17530862657602908
0.504836431315449,0.7480971541957737,0.021383940819861502
